69D959302A72045B426E936BB0BB2723,7FA25465FB02B4CF5A159B0616A0FEB7,2013-01-20 22:55:48,2013-01-20 22:59:23,215,0.90,0,40.743095,-73.969604,40.750610,CRD,5.00,0.50,0.50,1.20,0.00,7.20
BC42A252CED2AD5C8C6871A23434EFCA,F51098BA486D34193F4257C8327EAD2C,2013-01-20 22:44:49,2013-01-20 22:59:49,899,2.60,-73.983101,40.741859,-74.001945,40.722862,CRD,12.50,0.50,0.50,1.80,0.00,15.30
5EB05EA7C74898F5C4CAB4787F383E55,60B9F178B5CCECB0A701AF1DFDFC8704,2013-01-20 22:50:15,2013-01-20 23:00:05,590,1.30,-74.002098,40.734707,-73.992805,40.721420,CRD,8.00,0.50,0.50,1.80,0.00,10.80
3717DB0409A7E8417010DBF9405A6C34,E96EF8F6E6122591F9465376043B946D,2013-01-20 22:54:05,2013-01-20 23:00:07,361,1.10,-73.989052,40.721546,-74.005615,40.726788,CRD,6.50,0.50,0.50,1.00,0.00,8.50
D5AF01D58DA48FFF46169C232017673F,BBB0371651B842361E8068F803BD5AFE,2013-01-20 22:49:37,2013-01-20 23:01:17,700,2.30,-74.003983,40.741997,-73.977715,40.722870,CRD,10.50,0.50,0.50,1.50,0.00,13.00
9B1BB9A7E3D053537B531A5E763A5A2E,4D5EC05639C465BF5AD5733C8B9BF86F,2013-01-20 22:51:23,2013-01-20 23:01:18,594,2.60,-73.953163,40.776237,-73.982033,40.751553,CRD,10.50,0.50,0.50,1.50,0.00,13.00
87BF941C1B11AD42C78F46076B4844BD,129CC5DF16DA30A3C4C47D8FBCCBEC1C,2013-01-20 22:49:46,2013-01-20 23:01:45,719,3.40,-73.949097,40.781673,-73.990150,40.769722,CRD,12.50,0.50,0.50,2.00,0.00,15.50
3567E8B49FEBFCBB587F1864D723D5C8,430B8022563CDE1D51D44786DFD8D6CB,2013-01-20 22:45:13,2013-01-20 23:02:28,1035,5.60,-73.989532,40.737694,-73.915543,40.756554,CRD,18.50,0.50,0.50,3.90,0.00,23.40
69D959302A72045B426E936BB0BB2723,ED66D1B94186115577CE7CCDDBCB83C5,2013-01-20 23:00:16,2013-01-20 23:02:50,154,0.80,-73.947960,0,-73.955803,40.772446,CRD,4.50,0.50,0.50,0.00,0.00,5.50
E6878E4768CECABC9F6C585831A41CFA,F993BE1A9D9D421E981294BB2B8B3FC8,2013-01-20 22:39:05,2013-01-20 23:02:52,1426,17.20,-73.979866,40.689762,0,40.643753,CRD,52.00,0.00,0.50,10.50,0.00,63.00
0F449C02CA769AE4E6CA5283C794CC8E,565E72CAB1F4D65D80B7B9FBFF368446,2013-01-20 22:41:39,2013-01-20 23:03:54,1334,16.10,-73.987846,40.749687,-73.789970,40.643387,CRD,52.00,0.00,0.50,11.46,4.80,68.76
6F61DA80F7D0777AC0DEEDD925A8A644,87C9F90A6F5CB836DB211F932404D29A,2013-01-20 22:48:55,2013-01-20 23:04:02,906,5.00,-73.987572,40.747433,-73.901680,,CRD,17.00,0.50,0.50,2.00,0.00,20.00
CA6CD9BAED6A85E430F7BFC0BC84ABD0,77FFDF38272A6006517D53EDA14333E2,2013-01-20 22:51:46,2013-01-20 23:05:34,828,2.40,-74.006691,40.708351,0.000000,0.000000,CRD,10.50,0.50,0.50,1.00,0.00,12.50
CFC0F9CE3CA2B3A535EDADD92D54BE66,3DD549B1A5F1EF31372BF2933B2C8D54,2013-01-20 22:47:23,2013-01-20 23:05:50,1107,5.00,-73.989799,40.744030,-73.998589,40.685932,CRD,18.00,0.50,0.50,4.75,0.00,23.75
D6A7562834E68A5A11C61DF7A8259DC6,C4ECA9815E2D883F94BDC0BF95760E8F,2013-01-20 22:59:34,2013-01-20 23:06:12,398,2.90,-73.992851,40.742805,-73.961922,40.767864,CRD,9.50,0.50,0.50,1.00,0.00,11.50
137DD172FAABE180E8EC6F729D7B4CC9,64308FF41CA55F4B92880609FF5AB896,2013-01-20 23:02:40,2013-01-20 23:06:40,240,0.50,-73.978218,40.741798,-73.984764,40.739697,CRD,4.50,0.50,0.50,1.10,0.00,6.60
994F60A787168FFDB4C0F916E2089200,C80E3EF7ACB7634889B6AB55230599C8,2013-01-20 22:48:12,2013-01-20 23:08:09,1197,8.10,-73.978935,40.744629,-73.988152,40.670174,CRD,25.00,0.50,0.50,5.20,0.00,31.20
EA5AA542E661E3DCA397416C41B386B4,A29616A51396B49527D4ECE656AB3F28,2013-01-20 23:01:01,2013-01-20 23:08:14,433,2.10,-73.984413,40.770077,-74.004166,40.742550,CRD,8.50,0.50,0.50,1.90,0.00,11.40
96153EA9CA463D51C54E1B55FC3927C8,9E0B66E3E074412084D77AF7C2900B7E,2013-01-20 22:59:36,2013-01-20 23:08:42,545,3.30,-73.988098,40.738525,-73.983665,40.774529,CRD,11.00,0.50,0.50,2.40,0.00,14.40
7A8F9C40126F0BCABE9B240F687A9A18,EEF61AAF23344B24BA52120ED75413BC,2013-01-20 23:01:36,2013-01-20 23:09:05,449,1.90,-74.002281,40.724285,-73.987518,40.744427,CRD,8.50,0.50,0.50,1.90,0.00,11.40
B36D470B76BD8F6D720A83D08891754E,C72A773829ED990AF65AC4D9AA86E440,2013-01-20 23:05:35,2013-01-20 23:09:47,252,0.60,-73.956459,40.803043,-73.952850,40.809990,CRD,5.00,0.50,0.50,2.00,0.00,8.00
DAACA93DC7C099436829E9570FF5DFE8,5A30879F5CF2CF58CD58800024DDED6E,2013-01-20 23:02:11,2013-01-20 23:10:04,472,2.00,-73.989273,40.729221,-73.984711,40.749393,CRD,8.50,0.50,0.50,1.00,0.00,10.50
7A53635836FE680156825BA502EABD8F,4C032A2865F23C97EF0802DABC637417,2013-01-20 23:07:46,2013-01-20 23:12:14,268,0.90,-73.919525,40.766499,-73.912277,40.777302,CRD,5.50,0.50,0.50,1.30,0.00,7.80
